(area_avaliacao) id;(area_avaliacao) nome;(area_avaliacao) codigo;(area_conhecimento) id;(area_conhecimento) nome;(area_conhecimento) codigo;(area_conhecimento) area_avaliacao_id;(programa) id;(programa) nome;(programa) codigo;(programa) uf;(programa) area_conhecimento_id;(programa) instituicao_id;(instituicao) id;(instituicao) nome;(instituicao) codigo;(instituicao) acronimo;(instituicao) endereco;(instituicao) distrito;(instituicao) cidade;(instituicao) estado;(instituicao) tipo;(instituicao) cep;(instituicao) caixa_postal;(instituicao) url;(instituicao) coordenadas;(curso) id;(curso) nome;(curso) situacao;(curso) nivel;(curso) nota_curso;(curso) data_recomendacao;(curso) data_inicio;(curso) programa_id
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;157;CONTROLADORIA E CONTABILIDADE;33002010086P1;SP;2;117;117;UNIVERSIDADE DE SÃO PAULO;338688;USP;Avenida Professor Luciano Gualberto 908;None;São Paulo;SP;None;05508010;None;http://www.portalfea.fea.usp.br/administracao/pos-graduacao;-23.55886 -46.72912;219;CONTROLADORIA E CONTABILIDADE;EM FUNCIONAMENTO;Doutorado;6;-;01/01/1978;157
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;158;Empreendedorismo;33002010240P0;SP;2;117;117;UNIVERSIDADE DE SÃO PAULO;338688;USP;Avenida Professor Luciano Gualberto 908;None;São Paulo;SP;None;05508010;None;http://www.portalfea.fea.usp.br/administracao/pos-graduacao;-23.55886 -46.72912;220;Empreendedorismo;EM FUNCIONAMENTO;Mestrado Profissional;4;05/07/2013;01/01/2014;158
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;159;Gestão de Políticas Públicas;33002010232P8;SP;2;117;117;UNIVERSIDADE DE SÃO PAULO;338688;USP;Avenida Professor Luciano Gualberto 908;None;São Paulo;SP;None;05508010;None;http://www.portalfea.fea.usp.br/administracao/pos-graduacao;-23.55886 -46.72912;221;Gestão de Políticas Públicas;EM FUNCIONAMENTO;Mestrado;3;25/09/2012;01/01/2013;159
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;160;Gestão e Inovação na Indústria Animal;33002010235P7;SP;2;117;117;UNIVERSIDADE DE SÃO PAULO;338688;USP;Avenida Professor Luciano Gualberto 908;None;São Paulo;SP;None;05508010;None;http://www.portalfea.fea.usp.br/administracao/pos-graduacao;-23.55886 -46.72912;222;Gestão e Inovação na Indústria Animal;EM FUNCIONAMENTO;Mestrado Profissional;3;21/11/2012;01/01/2013;160
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;161;ADMINISTRAÇÃO;33002037025P3;SP;2;118;118;UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA "LUIZ DE QUEIROZ";338690;USP-ESALQ; ESALQ - Escola Superior de Agricultura Luiz de Queiroz 11;None;Piracicaba;SP;None;13418900;None;http://www4.esalq.usp.br/pg/programas/administracao;-22.70884 -47.63484;223;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;11/12/2015;11/07/2016;161
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;162;ADMINISTRAÇÃO;41009010003P6;SC;2;119;119;UNIVERSIDADE DO CONTESTADO;339100;UNC;RUA ATILIO FAORO, 221 ;None;Mafra;SC;None;89.500-000;None;http://www.unc.br; ;224;MESTRADO PROFISSIONAL EM ADMINISTRAÇÃO;EM PROJETO;Mestrado Profissional;A;06/12/2018;-;162
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;163;ADMINISTRAÇÃO;41002016009P0;SC;2;120;120;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;339093;UDESC;AV. MADRE BENVENUTA 2037;None;Florianópolis;SC;None;88035001;None;https://www.udesc.br/esag/mestradoprofissional;-27.59955 -48.52123;225;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado Profissional;5;01/07/2003;03/09/2004;163
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;164;Administração;41002016020P3;SC;2;120;120;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;339093;UDESC;AV. MADRE BENVENUTA 2037;None;Florianópolis;SC;None;88035001;None;https://www.udesc.br/esag/mestradoprofissional;-27.59955 -48.52123;226;Administração;EM FUNCIONAMENTO;Mestrado;4;27/10/2010;10/10/2011;164
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;164;Administração;41002016020P3;SC;2;120;120;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;339093;UDESC;AV. MADRE BENVENUTA 2037;None;Florianópolis;SC;None;88035001;None;https://www.udesc.br/esag/mestradoprofissional;-27.59955 -48.52123;227;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;4;12/12/2014;28/09/2015;164
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;165;CIÊNCIAS CONTÁBEIS;31004016048P0;RJ;2;121;121;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;338585;UERJ;Rua São Francisco Xavier 524;None;Rio de Janeiro;RJ;None;20550013;None;http://ppgcc.faf.uerj.br/;-22.91083 -43.23681;228;CIÊNCIAS CONTÁBEIS;EM FUNCIONAMENTO;Mestrado;3;22/06/2006;01/01/2006;165
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;166;CONTROLADORIA E GESTÃO PÚBLICA;31004016161P0;RJ;2;121;121;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;338585;UERJ;Rua São Francisco Xavier 524;None;Rio de Janeiro;RJ;None;20550013;None;http://ppgcc.faf.uerj.br/;-22.91083 -43.23681;229;PROGRAMA DE PÓS-GRADUAÇÃO EM CONTROLADORIA E GESTÃO PÚBLICA;EM PROJETO;Mestrado Profissional;A;06/12/2018;-;166
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;167;ADMINISTRAÇÃO;31035019002P1;RJ;2;122;122;UNIVERSIDADE DO GRANDE RIO;338616;UNIGRANRIO;Rua da Lapa 86;None;Rio de Janeiro;RJ;None;20021180;None;http://www.unigranrio.br;-22.91549 -43.17829;230;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;5;12/06/2006;01/01/2007;167
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;167;ADMINISTRAÇÃO;31035019002P1;RJ;2;122;122;UNIVERSIDADE DO GRANDE RIO;338616;UNIGRANRIO;Rua da Lapa 86;None;Rio de Janeiro;RJ;None;20021180;None;http://www.unigranrio.br;-22.91549 -43.17829;231;Administração;EM FUNCIONAMENTO;Doutorado;5;25/09/2012;01/01/2013;167
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;168;ADMINISTRAÇÃO;41007018006P2;SC;2;123;123;UNIVERSIDADE DO OESTE DE SANTA CATARINA;339098;UNOESC;Avenida Nereu Ramos 3777;None;Chapecó;SC;None;89813000;None;http://www.unoesc.edu.br/;-15.78791 -47.8782;232;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;4;26/10/2016;06/04/2017;168
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;169;Administração;41007018002P7;SC;2;123;123;UNIVERSIDADE DO OESTE DE SANTA CATARINA;339098;UNOESC;Avenida Nereu Ramos 3777;None;Chapecó;SC;None;89813000;None;http://www.unoesc.edu.br/;-15.78791 -47.8782;233;Administração;EM FUNCIONAMENTO;Mestrado Profissional;4;21/08/2012;01/03/2013;169
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;170;ADMINISTRAÇÃO;41008014003P0;SC;2;124;124;UNIVERSIDADE DO SUL DE SANTA CATARINA;339099;UNISUL;AV. JOSÉ ACÁCIO MOREIRA 787;None;Tubarão;SC;None;88704900;None;http://www.unisul.br/mestradoadm;-28.48255 -49.01963;234;Administração;EM FUNCIONAMENTO;Mestrado;4;27/05/2007;01/01/2007;170
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;170;ADMINISTRAÇÃO;41008014003P0;SC;2;124;124;UNIVERSIDADE DO SUL DE SANTA CATARINA;339099;UNISUL;AV. JOSÉ ACÁCIO MOREIRA 787;None;Tubarão;SC;None;88704900;None;http://www.unisul.br/mestradoadm;-28.48255 -49.01963;235;ADMINISTRAÇÃO;EM PROJETO;Doutorado;4;12/12/2018;-;170
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;171;ADMINISTRAÇÃO;41005015005P3;SC;2;125;125;UNIVERSIDADE DO VALE DO ITAJAÍ;339096;UNIVALI;Rua Uruguai 458;None;Itajaí;SC;None;88302202;None;http://www.univali.br;-26.91401 -48.66081;236;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;5;05/11/2003;01/01/2003;171
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;171;ADMINISTRAÇÃO;41005015005P3;SC;2;125;125;UNIVERSIDADE DO VALE DO ITAJAÍ;339096;UNIVALI;Rua Uruguai 458;None;Itajaí;SC;None;88302202;None;http://www.univali.br;-26.91401 -48.66081;237;Administração;EM FUNCIONAMENTO;Doutorado;5;12/07/2006;01/01/2007;171
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;172;ADMINISTRAÇÃO - GESTÃO, INTERNACIONALIZAÇÃO E LOGÍSTICA;41005015011P3;SC;2;125;125;UNIVERSIDADE DO VALE DO ITAJAÍ;339096;UNIVALI;Rua Uruguai 458;None;Itajaí;SC;None;88302202;None;http://www.univali.br;-26.91401 -48.66081;238;ADMINISTRAÇÃO - GESTÃO, INTERNACIONALIZAÇÃO E LOGÍSTICA;EM FUNCIONAMENTO;Mestrado Profissional;3;08/11/2014;07/05/2015;172
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;173;ADMINISTRAÇÃO;42007011007P1;RS;2;126;126;UNIVERSIDADE DO VALE DO RIO DOS SINOS;339137;UNISINOS;Avenida Doutor Nilo Peçanha 1600;None;Porto Alegre;RS;None;91330002;None;http://www.unisinos.br/ppg/administracao/;-29.79742 -51.15622;239;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;6;28/11/2000;01/01/2000;173
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;173;ADMINISTRAÇÃO;42007011007P1;RS;2;126;126;UNIVERSIDADE DO VALE DO RIO DOS SINOS;339137;UNISINOS;Avenida Doutor Nilo Peçanha 1600;None;Porto Alegre;RS;None;91330002;None;http://www.unisinos.br/ppg/administracao/;-29.79742 -51.15622;240;Administração;EM FUNCIONAMENTO;Doutorado;6;12/07/2006;01/01/2007;173
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;174;CIÊNCIAS CONTÁBEIS;42007011008P8;RS;2;126;126;UNIVERSIDADE DO VALE DO RIO DOS SINOS;339137;UNISINOS;Avenida Doutor Nilo Peçanha 1600;None;Porto Alegre;RS;None;91330002;None;http://www.unisinos.br/ppg/administracao/;-29.79742 -51.15622;241;CIÊNCIAS CONTÁBEIS;EM FUNCIONAMENTO;Mestrado;5;28/11/2000;01/01/2000;174
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;174;CIÊNCIAS CONTÁBEIS;42007011008P8;RS;2;126;126;UNIVERSIDADE DO VALE DO RIO DOS SINOS;339137;UNISINOS;Avenida Doutor Nilo Peçanha 1600;None;Porto Alegre;RS;None;91330002;None;http://www.unisinos.br/ppg/administracao/;-29.79742 -51.15622;242;Ciências Contábeis;EM FUNCIONAMENTO;Doutorado;5;25/09/2012;01/01/2013;174
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;175;Gestão e Negócios;42007011024P3;RS;2;126;126;UNIVERSIDADE DO VALE DO RIO DOS SINOS;339137;UNISINOS;Avenida Doutor Nilo Peçanha 1600;None;Porto Alegre;RS;None;91330002;None;http://www.unisinos.br/ppg/administracao/;-29.79742 -51.15622;243;Gestão e Negócios;EM FUNCIONAMENTO;Mestrado Profissional;5;27/10/2010;01/01/2011;175
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;175;Gestão e Negócios;42007011024P3;RS;2;126;126;UNIVERSIDADE DO VALE DO RIO DOS SINOS;339137;UNISINOS;Avenida Doutor Nilo Peçanha 1600;None;Porto Alegre;RS;None;91330002;None;http://www.unisinos.br/ppg/administracao/;-29.79742 -51.15622;244;GESTÃO E NEGÓCIOS;EM PROJETO;Doutorado Profissional;5;13/12/2018;-;175
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;176;ADMINISTRAÇÃO E DESENVOLVIMENTO EMPRESARIAL;31018017008P5;RJ;2;127;127;UNIVERSIDADE ESTÁCIO DE SÁ;338599;UNESA;Avenida Presidente Vargas 642;None;Rio de Janeiro;RJ;None;20071001;None;http://portal.estacio.br/cursos/mestrado-e-doutorado/administracao-e-desenv-empresarial.aspx;-22.90172 -43.18204;245;ADMINISTRAÇÃO E DESENVOLVIMENTO EMPRESARIAL;EM FUNCIONAMENTO;Mestrado Profissional;4;02/08/2001;01/01/1994;176
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;177;ADMINISTRAÇÃO;33003025005P3;SP;2;128;128;UNIVERSIDADE ESTADUAL DE CAMPINAS;338700;UNICAMP; Rua Pedro Zaccaria 1300;None;Limeira;SP;None;13484350;None;http://www.fca.unicamp.br/portal/pos-graduacao/a-pos-graduacao/programas/administracao/programa.html;-15.78791 -47.8782;246;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;15/12/2016;31/07/2017;177
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;177;ADMINISTRAÇÃO;33003025005P3;SP;2;128;128;UNIVERSIDADE ESTADUAL DE CAMPINAS;338700;UNICAMP; Rua Pedro Zaccaria 1300;None;Limeira;SP;None;13484350;None;http://www.fca.unicamp.br/portal/pos-graduacao/a-pos-graduacao/programas/administracao/programa.html;-15.78791 -47.8782;247;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;4;15/12/2016;31/07/2017;177
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;178;ADMINISTRAÇÃO;40002012040P1;PR;2;129;129;UNIVERSIDADE ESTADUAL DE LONDRINA;339010;UEL;Rodovia Celso Garcia Cid/Pr 445 KM 380;None;Londrina;PR;None;86051990;None;http://www.uel.br/pos/ppga;-23.3256 -51.20465;248;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;3;24/06/2009;01/01/2010;178
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;179;ADMINISTRAÇÃO;40004015035P0;PR;2;130;130;UNIVERSIDADE ESTADUAL DE MARINGÁ;339012;UEM;AVENIDA COLOMBO 5790;None;Maringá;PR;None;87020900;None;http://www.pco.uem.br/;-23.41054 -51.93849;249;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;24/02/2010;01/01/2010;179
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;179;ADMINISTRAÇÃO;40004015035P0;PR;2;130;130;UNIVERSIDADE ESTADUAL DE MARINGÁ;339012;UEM;AVENIDA COLOMBO 5790;None;Maringá;PR;None;87020900;None;http://www.pco.uem.br/;-23.41054 -51.93849;250;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;4;12/09/2013;01/01/2014;179
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;180;Ciências Contábeis;40004015044P0;PR;2;130;130;UNIVERSIDADE ESTADUAL DE MARINGÁ;339012;UEM;AVENIDA COLOMBO 5790;None;Maringá;PR;None;87020900;None;http://www.pco.uem.br/;-23.41054 -51.93849;251;Ciências Contábeis;EM FUNCIONAMENTO;Mestrado;3;09/12/2013;01/01/2014;180
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;181;ADMINISTRAÇÃO;22003010013P0;CE;2;131;131;UNIVERSIDADE ESTADUAL DO CEARÁ;338381;UECE;Av. Dr. Silas Munguba 1700;None;Fortaleza;CE;None;60410690;None;http://www.uece.br/ppga;-3.7861 -38.5525;252;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;16/12/2004;01/01/2005;181
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;181;ADMINISTRAÇÃO;22003010013P0;CE;2;131;131;UNIVERSIDADE ESTADUAL DO CEARÁ;338381;UECE;Av. Dr. Silas Munguba 1700;None;Fortaleza;CE;None;60410690;None;http://www.uece.br/ppga;-3.7861 -38.5525;253;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;4;26/03/2015;17/08/2015;181
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;182;ADMINISTRAÇÃO;40014010012P2;PR;2;132;132;UNIVERSIDADE ESTADUAL DO CENTRO-OESTE;339022;UNICENTRO;RUA PE. SALVATORE RENNA 875;None;Guarapuava;PR;None;85015430;None;http://www2.unicentro.br/ppgadm/;-25.40667 -51.47023;254;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado Profissional;3;20/05/2013;01/01/2014;182
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;183;Administração;40015017028P2;PR;2;133;133;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;339023;UNIOESTE;Rua Universitária 2069;None;Cascavel;PR;None;85819110;None;http://www.unioeste.br/pos/administracao/;-24.98787 -53.44869;255;Administração;EM FUNCIONAMENTO;Mestrado Profissional;3;20/05/2013;27/03/2014;183
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;184;CONTABILIDADE;40015017070P9;PR;2;133;133;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;339023;UNIOESTE;Rua Universitária 2069;None;Cascavel;PR;None;85819110;None;http://www.unioeste.br/pos/administracao/;-24.98787 -53.44869;256;CONTABILIDADE;EM FUNCIONAMENTO;Mestrado;3;12/12/2014;22/07/2015;184
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;185;ADMINISTRAÇÃO;33004102073P5;SP;2;134;134;UNIVERSIDADE ESTADUAL PAULISTA "JÚLIO DE MESQUITA FILHO";338711;UNESP;Via de Acesso "Prof.Paulo Donato Castellane", s/n s/n;None;Jaboticabal;SP;None;14884900;None;http://www.fcav.unesp.br;-21.24096 -48.29373;257;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado Profissional;3;08/11/2014;14/09/2015;185
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;186;ADMINISTRAÇÃO;28001010052P2;BA;2;135;135;UNIVERSIDADE FEDERAL DA BAHIA;338507;UFBA;Av. Reitor Miguel Calmon, s/n, 3°andar     s/n;None;Salvador;BA;None;40110903;None;http://www.npga.adm.ufba.br;-12.99544 -38.52015;258;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado Profissional;4;15/12/1999;01/01/1998;186
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;187;ADMINISTRAÇÃO;28001010020P3;BA;2;135;135;UNIVERSIDADE FEDERAL DA BAHIA;338507;UFBA;Av. Reitor Miguel Calmon, s/n, 3°andar     s/n;None;Salvador;BA;None;40110903;None;http://www.npga.adm.ufba.br;-12.99544 -38.52015;259;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;5;20/09/1984;01/01/1983;187
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;187;ADMINISTRAÇÃO;28001010020P3;BA;2;135;135;UNIVERSIDADE FEDERAL DA BAHIA;338507;UFBA;Av. Reitor Miguel Calmon, s/n, 3°andar     s/n;None;Salvador;BA;None;40110903;None;http://www.npga.adm.ufba.br;-12.99544 -38.52015;260;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;5;29/10/1993;01/01/1993;187
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;188;CONTABILIDADE;28001010063P4;BA;2;135;135;UNIVERSIDADE FEDERAL DA BAHIA;338507;UFBA;Av. Reitor Miguel Calmon, s/n, 3°andar     s/n;None;Salvador;BA;None;40110903;None;http://www.npga.adm.ufba.br;-12.99544 -38.52015;261;CIÊNCIAS CONTÁBEIS;EM FUNCIONAMENTO;Mestrado;3;22/11/2006;01/01/2007;188
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;189;ADMINISTRAÇÃO;24001015017P8;PB;2;136;136;UNIVERSIDADE FEDERAL DA PARAÍBA;338423;UFPB; Universidade Federal da Paraíba - Campus I S/N;None;João Pessoa;PB;None;58051900;None;http://www.ccsa.ufpb.br/ppga;-7.13655 -34.84575;262;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;-;01/01/1976;189
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;189;ADMINISTRAÇÃO;24001015017P8;PB;2;136;136;UNIVERSIDADE FEDERAL DA PARAÍBA;338423;UFPB; Universidade Federal da Paraíba - Campus I S/N;None;João Pessoa;PB;None;58051900;None;http://www.ccsa.ufpb.br/ppga;-7.13655 -34.84575;263;Administração;EM FUNCIONAMENTO;Doutorado;4;14/12/2011;01/01/2012;189
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;190;CIÊNCIAS CONTÁBEIS;24001015075P8;PB;2;136;136;UNIVERSIDADE FEDERAL DA PARAÍBA;338423;UFPB; Universidade Federal da Paraíba - Campus I S/N;None;João Pessoa;PB;None;58051900;None;http://www.ccsa.ufpb.br/ppga;-7.13655 -34.84575;264;CURSO DE MESTRADO EM CIÊNCIAS CONTÁBEIS (CMCC);EM FUNCIONAMENTO;Mestrado;4;12/12/2014;11/02/2015;190
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;190;CIÊNCIAS CONTÁBEIS;24001015075P8;PB;2;136;136;UNIVERSIDADE FEDERAL DA PARAÍBA;338423;UFPB; Universidade Federal da Paraíba - Campus I S/N;None;João Pessoa;PB;None;58051900;None;http://www.ccsa.ufpb.br/ppga;-7.13655 -34.84575;265;CURSO DE DOUTORADO EM CIÊNCIAS CONTÁBEIS (CDCC);EM FUNCIONAMENTO;Doutorado;4;12/12/2014;11/02/2015;190
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;191;Gestão em Organizações Aprendentes;24001015059P2;PB;2;136;136;UNIVERSIDADE FEDERAL DA PARAÍBA;338423;UFPB; Universidade Federal da Paraíba - Campus I S/N;None;João Pessoa;PB;None;58051900;None;http://www.ccsa.ufpb.br/ppga;-7.13655 -34.84575;266;Gestão em Organizações Aprendentes;EM FUNCIONAMENTO;Mestrado Profissional;3;26/02/2010;01/01/2010;191
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;192;GESTÃO PÚBLICA E COOPERAÇÃO INTERNACIONAL;24001015079P3;PB;2;136;136;UNIVERSIDADE FEDERAL DA PARAÍBA;338423;UFPB; Universidade Federal da Paraíba - Campus I S/N;None;João Pessoa;PB;None;58051900;None;http://www.ccsa.ufpb.br/ppga;-7.13655 -34.84575;267;CURSO DE MESTRADO EM GESTÃO PÚBLICA E COOPERAÇÃO INTERNACIONAL;EM FUNCIONAMENTO;Mestrado;3;11/12/2015;08/08/2016;192
